Event_id,Category,Location,Qualifications,Age
E1938,Social,Indonesia,"Elderly care, Leadership development, Research",All
E1939,Social,Bandung,"Fundraising, Community outreach",18-24
E1940,Social,Yogyakarta,"Customer service, Sports coaching, Case management",15-35
E1941,Social,"Maluku, Banda Neira","Visual communication, Sports coaching, Administrative tasks",>20
E1942,Social,Jakarta,"Visual communication, Leadership training, Administrative tasks",18-24
E1943,Social,Bali,"Elderly care, Medical research, Communication",21-27
E1944,Social,Jakarta,"Fundraising, Leadership development, Community outreach",18-24
E1945,Social,Jakarta,"Visual communication, Leadership training, Research",17-30
E1946,Social,Yogyakarta,"Fundraising, Medical research, Administrative tasks",18-24
E1947,Social,Yogyakarta,"Marketing, Communication",21-27
E1948,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1949,Social,Jakarta,"Visual communication, Leadership training, Communication",17-30
E1950,Social,Tangerang,"Customer service, Creative design",21-27
E1951,Social,Jakarta,"Marketing, Public relation, Communication",17-30
E1952,Social,Indonesia,"Customer service, Emergency response, Research",21-27
E1953,Social,Tangerang,Customer service,All
E1954,Social,Bali,"Social media management, Social media, Special needs support",16-38
E1955,Social,Yogyakarta,"Graphic design, Social media, Administrative tasks",18-24
E1956,Social,Bali,"Social media management, Leadership training, Special needs support",16-38
E1957,Social,Yogyakarta,"Childcare, Medical research, Communication",>17
E1958,Social,Bali,"Social media management, Social media, Clinical research",16-38
E1959,Social,Jakarta,"Digital marketing, Public relation, Community outreach",>20
E1960,Social,Indonesia,"Marketing, Sports coaching, Research",17-30
E1961,Social,Jawa Barat,"Fundraising, Leadership development, Administrative tasks",>20
E1962,Social,Jawa Barat,"Fundraising, Medical research, Special needs support",16-38
E1963,Social,Indonesia,"Visual communication, Case management",>17
E1964,Social,Jakarta,"Customer service, Emergency response, Administrative tasks",>20
E1965,Social,"Maluku, Banda Neira","Fundraising, Sports coaching",21-27
E1966,Social,Jakarta,"Fundraising, Emergency response, Creative design",18-24
E1967,Social,Indonesia,"Marketing, Leadership development, Creative design",17-30
E1968,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1969,Social,Indonesia,"Graphic design, Medical research, Research",17-30
E1970,Social,Tangerang,"Elderly care, Sports coaching, Administrative tasks",>20
E1971,Social,Jakarta,"Childcare, Public relation, Administrative tasks",18-24
E1972,Social,Bali,"Social media management, Social media, Special needs support",16-38
E1973,Social,Jawa Barat,"Digital marketing, Sports coaching, Case management",15-35
E1974,Social,Tangerang,"Elderly care, Research",21-27
E1975,Social,Jawa Barat,"Marketing, Medical research, Clinical research",All
E1976,Social,Jawa Barat,"Social media management, Medical research, Creative design",All
E1977,Social,Yogyakarta,"Digital marketing, Sports coaching, Special needs support",18-24
E1978,Social,Bali,"Visual communication, Research",17-30
E1979,Social,Bandung,"Childcare, Social media, Communication",>17
E1980,Social,Tangerang,"Childcare, Medical research, Research",>17
E1981,Social,Yogyakarta,"Elderly care, Sports coaching, Creative design",15-35
E1982,Social,Bandung,"Digital marketing, Sports coaching, Case management",18-24
E1983,Social,Tangerang,"Marketing, Emergency response, Creative design",16-38
E1984,Social,Yogyakarta,Graphic design,15-35
E1985,Social,Jakarta,"Graphic design, Emergency response, Case management",>20
E1986,Social,Bandung,"Childcare, Public relation, Community outreach",18-24
E1987,Social,Yogyakarta,Graphic design,18-24
E1988,Social,Indonesia,"Customer service, Administrative tasks",>20
E1989,Social,Bandung,"Elderly care, Leadership development, Communication",>17
E1990,Social,Yogyakarta,"Marketing, Administrative tasks",>20
E1991,Event Organizer,Solo,"Youth mentoring, Youth empowerment, Volunteer coordination",>18
E1992,Event Organizer,Jawa Barat,"Marketing, Public relation, Public speaking",18-24
E1993,Event Organizer,Indonesia,"Fundraising, Team management, Customer service",All
E1994,Event Organizer,Bali,"Team building, Volunteer management, Community outreach",16-38
E1995,Event Organizer,Tangerang,"Social media management, Event coordination, Customer service",21-27
E1996,Event Organizer,Indonesia,"Social media management, Leadership training, Creative design",17-30
E1997,Event Organizer,Bandung,"Marketing, Public relation, Public speaking",16-38
E1998,Event Organizer,Bandung,"Marketing, Volunteer management, Graphic design",18-24
E1999,Event Organizer,Bali,"Content creation, Volunteer management, Public speaking",All
E2000,Event Organizer,Bali,"Content creation, Leadership training, Graphic design",>17
E2001,Event Organizer,Bali,"Content creation, Communication, Graphic design",16-38
E2002,Event Organizer,Bandung,"Visual communication, Leadership training, Customer service",All
E2003,Event Organizer,Jakarta,"Visual communication, Emergency response, Administrative tasks",18-24
E2004,Event Organizer,"Maluku, Banda Neira","Fundraising, Leadership training, Communication",18-24
E2005,Event Organizer,Bali,"Content creation, Customer service",All
E2006,Event Organizer,Yogyakarta,"Leadership development, Public relation, Communication",All
E2007,Event Organizer,Tangerang,"Digital marketing, Public relation, Social work",21-27
E2008,Event Organizer,Jakarta,"Event planning, Team management, Administrative tasks",>20
E2009,Event Organizer,Tangerang,"Team building, Leadership training, Community outreach",>17
E2010,Event Organizer,Tangerang,"Digital marketing, Team management, Public speaking",>17
E2011,Event Organizer,Bali,"Event planning, Emergency response, Public speaking",16-38
E2012,Event Organizer,Indonesia,"Fundraising, Emergency response, Customer service",18-24
E2013,Event Organizer,Tangerang,"Content creation, Communication, Customer service",All
E2014,Event Organizer,Bali,"Team building, Social media, Social work",21-27
E2015,Event Organizer,Tangerang,"Team building, Team management, Communication",>17
E2016,Event Organizer,Indonesia,"Content creation, Public relation, Public relation",17-30
E2017,Event Organizer,Indonesia,"Social media management, Leadership training, Creative design",17-30
E2018,Event Organizer,Yogyakarta,"Fundraising, Leadership training, Communication",18-24
E2019,Event Organizer,Indonesia,"Visual communication, Emergency response, Communication",16-38
E2020,Event Organizer,Bali,"Team building, Emergency response, Public speaking",>20
E2021,Event Organizer,"Maluku, Banda Neira","Social media management, Communication",18-24
E2022,Event Organizer,Indonesia,"Marketing, Social media, Creative design",17-30
E2023,Event Organizer,Jakarta,"Digital marketing, Emergency response, Public relation",>20
E2024,Event Organizer,Jakarta,"Event planning, Public relation, Public relation",15-35
E2025,Event Organizer,Tangerang,"Team building, Event coordination, Social work",21-27
E2026,Event Organizer,Indonesia,"Content creation, Team management, Creative design",16-38
E2027,Event Organizer,Bali,"Content creation, Communication, Public relation",16-38
E2028,Event Organizer,Yogyakarta,"Leadership development, Communication",>17
E2029,Event Organizer,Jawa Barat,"Marketing, Public relation, Social work",17-30
E2030,Event Organizer,Yogyakarta,"Leadership development, Public speaking",18-24
E2031,Event Organizer,Bandung,"Leadership development, Team management, Public relation",>20
E2032,Event Organizer,Bandung,"Social media management, Team management, Community outreach",18-24
E2033,Event Organizer,Bali,"Content creation, Communication, Public relation",16-38
E2034,Event Organizer,Yogyakarta,"Team building, Team management, Communication",15-35
E2035,Event Organizer,Yogyakarta,"Fundraising, Customer service",15-35
E2036,Event Organizer,Tangerang,"Fundraising, Public relation, Public relation",21-27
E2037,Event Organizer,Bali,"Content creation, Communication, Graphic design",16-38
E2038,Event Organizer,Bandung,"Digital marketing, Emergency response, Customer service",18-24
E2039,Event Organizer,"Maluku, Banda Neira","Fundraising, Volunteer management, Creative design",18-24
E2040,Event Organizer,Bandung,"Visual communication, Social media, Social work",15-35
E2041,Event Organizer,Jawa Barat,"Content creation, Leadership training, Administrative tasks",17-30
E2042,Event Organizer,Tangerang,"Content creation, Communication, Graphic design",16-38
E2043,Event Organizer,Tangerang,"Event planning, Event coordination, Public relation",21-27
E2044,Event Organizer,Indonesia,"Fundraising, Social media, Creative design",17-30
E2045,Event Organizer,Bali,"Content creation, Communication, Public speaking",16-38
E2046,Event Organizer,Bandung,"Marketing, Public relation, Administrative tasks",15-35
E2047,Event Organizer,Yogyakarta,"Leadership development, Public relation, Community outreach",18-24
E2048,Event Organizer,Jawa Barat,"Social media management, Social media, Creative design",17-30
E2049,Event Organizer,Tangerang,"Event planning, Event coordination, Public relation",21-27
E2050,Event Organizer,Bali,"Digital marketing, Team management, Graphic design",16-38
E2051,Event Organizer,Jakarta,"Visual communication, Communication, Graphic design",>20
E2052,Event Organizer,Bali,"Content creation, Communication, Graphic design",21-27
E2053,Event Organizer,Yogyakarta,"Team building, Leadership training, Customer service",>17
E2054,Event Organizer,Bali,"Event planning, Volunteer management, Graphic design",All
E2055,Event Organizer,"Maluku, Banda Neira","Leadership development, Communication, Graphic design",18-24
E2056,Event Organizer,Indonesia,"Leadership development, Social media, Creative design",15-35
E2057,Event Organizer,Tangerang,"Social media management, Event coordination, Creative design",17-30
E2058,Event Organizer,Jakarta,"Visual communication, Social media, Administrative tasks",>20
E2059,Event Organizer,Jakarta,"Visual communication, Emergency response, Administrative tasks",>20
E2060,Event Organizer,Jakarta,"Visual communication, Emergency response, Communication",15-35
E2061,Event Organizer,Jakarta,"Leadership development, Communication",15-35
E2062,Event Organizer,Indonesia,"Leadership development, Social media, Creative design",17-30
E2063,Event Organizer,Yogyakarta,"Content creation, Public relation, Public speaking",>20
E2064,Event Organizer,Bandung,"Team building, Team management, Administrative tasks",>17
E2065,Event Organizer,Yogyakarta,"Leadership development, Leadership training, Community outreach",15-35
E2066,Event Organizer,"Maluku, Banda Neira","Content creation, Social media, Creative design",All
E2067,Event Organizer,Indonesia,"Event planning, Social media, Public relation",All
E2068,Event Organizer,Yogyakarta,"Team building, Emergency response, Community outreach",16-38
E2069,Event Organizer,Tangerang,"Event planning, Social media, Creative design",All
E2070,Event Organizer,Jakarta,"Team building, Event coordination, Graphic design",>20
E2071,Event Organizer,Yogyakarta,"Fundraising, Public relation, Administrative tasks",18-24
E2072,Event Organizer,Tangerang,"Social media management, Social media, Customer service",>17
E2073,Event Organizer,Tangerang,"Leadership development, Team management, Public relation",16-38
E2074,Event Organizer,Jakarta,"Visual communication, Communication, Administrative tasks",All
E2075,Event Organizer,Bali,"Social media management, Communication, Public relation",21-27
E2076,Event Organizer,Bandung,"Fundraising, Volunteer management, Communication",18-24
E2077,Event Organizer,Jakarta,"Team building, Volunteer management, Public speaking",>17
E2078,Event Organizer,"Maluku, Banda Neira","Leadership development, Emergency response, Communication",16-38
E2079,Event Organizer,Jawa Barat,"Digital marketing, Public relation, Communication",18-24
E2080,Event Organizer,Yogyakarta,"Team building, Team management, Administrative tasks",>17
E2081,Event Organizer,Jawa Barat,"Social media management, Social media, Public speaking",17-30
E2082,Event Organizer,Tangerang,"Visual communication, Event coordination, Communication",21-27
E2083,Event Organizer,Yogyakarta,"Event planning, Event coordination, Social work",15-35
E2084,Event Organizer,Indonesia,"Digital marketing, Volunteer management, Communication",18-24
